chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037040	195037120	miRNA_primary_transcript	Name=mmu-mir-29b-2	+	Alias=MI0000712
chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037050	195037074	miRNA	Name=mmu-miR-29b-2-5p	+	Alias=MIMAT0017063
chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037091	195037113	miRNA	Name=mmu-miR-29b-3p	+	Alias=MIMAT0000127
chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037547	195037634	miRNA_primary_transcript	Name=mmu-mir-29c	+	Alias=MI0000577
chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037562	195037583	miRNA	Name=mmu-miR-29c-5p	+	Alias=MIMAT0004632
chr1	195033822	195037908	195037908	195037908	+	8	195017398	195037908	5195	A330023F24Rik	NR_015566.2	chr1	195037600	195037621	miRNA	Name=mmu-miR-29c-3p	+	Alias=MIMAT0000536
chr1	20682712	20682958	20682958	20682958	+	3	20669881	20682958	521	Lincmd1	NR_131249.1	chr1	20682769	20682887	miRNA_primary_transcript	Name=mmu-mir-133b	+	Alias=MI0000821
chr1	20682712	20682958	20682958	20682958	+	3	20669881	20682958	521	Lincmd1	NR_131249.1	chr1	20682797	20682818	miRNA	Name=mmu-miR-133b-5p	+	Alias=MIMAT0017083
chr1	20682712	20682958	20682958	20682958	+	3	20669881	20682958	521	Lincmd1	NR_131249.1	chr1	20682834	20682855	miRNA	Name=mmu-miR-133b-3p	+	Alias=MIMAT0000769
chr1	86351980	86352127	86352127	86352127	-	1	86351980	86352127	147	Gm24148	NR_106184.1	chr1	86351981	86352127	miRNA_primary_transcript	Name=mmu-mir-3535	-	Alias=MI0026036
chr1	86351980	86352127	86352127	86352127	-	1	86351980	86352127	147	Gm24148	NR_106184.1	chr1	86352062	86352087	miRNA	Name=mmu-miR-3535	-	Alias=MIMAT0031410
chr1	93274604	93274718	93274104	93296278	+	31	93235795	93301065	9228	Sned1	XM_030252567.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93235988	93277392	+	17	93235817	93277506	2724	Sned1	XM_017319510.2	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93235988	93281780	+	19	93235817	93281866	2915	Sned1	XM_006529319.4	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93284504	93284504	+	24	93235817	93284504	3650	Sned1	XR_003954305.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93235988	93296278	+	30	93235818	93301065	8995	Sned1	XM_006529317.3	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93280567	93280567	+	18	93235818	93280567	2678	Sned1	XR_387153.4	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93301065	93301065	+	30	93235818	93301065	9284	Sned1	XR_003954306.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93271245	93296278	+	31	93235819	93301065	9140	Sned1	XM_030252561.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93271245	93296278	+	31	93235819	93301065	9178	Sned1	XM_030252564.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93271245	93296278	+	31	93235819	93301065	9206	Sned1	XM_030252563.1	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	93274604	93274718	93235988	93296278	+	31	93235896	93296448	4474	Sned1	NM_172463.4	chr1	93274549	93274610	miRNA_primary_transcript	Name=mmu-mir-6901	+	Alias=MI0022748
chr1	133726456	133726563	133711633	133753281	-	21	133702673	133753747	8292	Atp2b4	NM_001167949.2	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	20	133702673	133753747	8101	Atp2b4	NM_213616.4	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706970	133753281	-	22	133702673	133801059	8707	Atp2b4	XM_006529727.3	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	22	133702673	133801059	8628	Atp2b4	XM_011248038.2	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	21	133702673	133801059	8526	Atp2b4	XM_006529723.3	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	21	133702681	133757167	8106	Atp2b4	XM_006529725.2	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	22	133702681	133801057	8654	Atp2b4	XM_006529724.4	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133711633	133753281	-	22	133702681	133801059	8709	Atp2b4	XM_006529728.4	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133732432	-	15	133702726	133736607	6993	Atp2b4	XM_030255149.1	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133753281	-	20	133702726	133801059	8437	Atp2b4	XM_006529726.3	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706690	133738550	-	20	133702726	133801059	7812	Atp2b4	XM_030255147.1	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133711633	133732432	-	16	133706143	133736393	3553	Atp2b4	XM_030255153.1	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	133726456	133726563	133706970	133753281	-	21	133706892	133801059	4452	Atp2b4	XM_030255146.1	chr1	133726558	133726645	miRNA_primary_transcript	Name=mmu-mir-6903	-	Alias=MI0022750
chr1	134946233	134946299	134946299	134946299	-	1	134946233	134946299	66	Gm51265	NR_162775.1	chr1	134946234	134946299	miRNA_primary_transcript	Name=mmu-mir-5104b	-	Alias=MI0040615
chr1	134946233	134946299	134946299	134946299	-	1	134946233	134946299	66	Gm51265	NR_162775.1	chr1	134946278	134946299	miRNA	Name=mmu-miR-5104b-5p	-	Alias=MIMAT0049821
chr1	153899928	153900059	153902946	153908182	+	7	153899928	153909723	2807	Glul	NM_008131.4	chr1	153899926	153900036	miRNA_primary_transcript	Name=mmu-mir-8114	+	Alias=MI0026046
chr1	153899928	153900059	153902946	153908182	+	7	153899928	153909723	2807	Glul	NM_008131.4	chr1	153899989	153900009	miRNA	Name=mmu-miR-8114	+	Alias=MIMAT0031420
chr1	159340306	159340424	159340424	159340424	+	1	159340306	159340424	118	Scarna3a	NR_028518.1	chr1	159340358	159340423	miRNA_primary_transcript	Name=mmu-mir-1843b	+	Alias=MI0016971
chr1	159340306	159340424	159340424	159340424	+	1	159340306	159340424	118	Scarna3a	NR_028518.1	chr1	159340362	159340382	miRNA	Name=mmu-miR-1843b-5p	+	Alias=MIMAT0019345
chr1	159340306	159340424	159340424	159340424	+	1	159340306	159340424	118	Scarna3a	NR_028518.1	chr1	159340400	159340419	miRNA	Name=mmu-miR-1843b-3p	+	Alias=MIMAT0019346
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162217814	162217923	miRNA_primary_transcript	Name=mmu-mir-199a-2	+	Alias=MI0000713
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162217844	162217866	miRNA	Name=mmu-miR-199a-5p	+	Alias=MIMAT0000229
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162217883	162217904	miRNA	Name=mmu-miR-199a-3p	+	Alias=MIMAT0000230
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162223368	162223477	miRNA_primary_transcript	Name=mmu-mir-214	+	Alias=MI0000698
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162223397	162223418	miRNA	Name=mmu-miR-214-5p	+	Alias=MIMAT0004664
chr1	162217622	162225550	162225550	162225550	+	1	162217622	162225550	7928	Dnm3os	NR_002870.2	chr1	162223438	162223459	miRNA	Name=mmu-miR-214-3p	+	Alias=MIMAT0000661
chr1	164217677	164217740	164217740	164217740	+	1	164217677	164217740	63	Gm51287	NR_162776.1	chr1	164217678	164217740	miRNA_primary_transcript	Name=mmu-mir-12178	+	Alias=MI0040616
chr1	164217677	164217740	164217740	164217740	+	1	164217677	164217740	63	Gm51287	NR_162776.1	chr1	164217678	164217701	miRNA	Name=mmu-miR-12178-5p	+	Alias=MIMAT0049822
chr1	164217677	164217740	164217740	164217740	+	1	164217677	164217740	63	Gm51287	NR_162776.1	chr1	164217719	164217740	miRNA	Name=mmu-miR-12178-3p	+	Alias=MIMAT0049823
chr1	177579451	177579529	177579529	177579529	-	1	177579451	177579529	78	Gm51282	NR_162777.1	chr1	177579452	177579529	miRNA_primary_transcript	Name=mmu-mir-12179	-	Alias=MI0040617
chr1	177579451	177579529	177579529	177579529	-	1	177579451	177579529	78	Gm51282	NR_162777.1	chr1	177579511	177579529	miRNA	Name=mmu-miR-12179-5p	-	Alias=MIMAT0049824
chr1	180587260	180587401	180569033	180600531	+	23	180568890	180600999	3656	Parp1	NM_007415.3	chr1	180587201	180587267	miRNA_primary_transcript	Name=mmu-mir-6904	+	Alias=MI0022751
chr1	185242925	185243038	185243038	185243038	+	1	185242925	185243038	113	Snora36b	NR_034044.1	chr1	185242975	185243043	miRNA_primary_transcript	Name=mmu-mir-664	+	Alias=MI0012531
chr1	185242925	185243038	185243038	185243038	+	1	185242925	185243038	113	Snora36b	NR_034044.1	chr1	185242975	185242995	miRNA	Name=mmu-miR-664-5p	+	Alias=MIMAT0017353
chr1	185242925	185243038	185243038	185243038	+	1	185242925	185243038	113	Snora36b	NR_034044.1	chr1	185243012	185243033	miRNA	Name=mmu-miR-664-3p	+	Alias=MIMAT0012774
chr2	45022846	45023104	44988572	45110088	-	9	44983511	45110277	8898	Zeb2	NM_001289521.1	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	45022846	45023104	44988572	45110088	-	10	44983511	45110377	8808	Zeb2	NM_001355291.1	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	45022846	45023104	44988572	45110088	-	12	44983511	45113252	9216	Zeb2	NM_001355290.1	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	45022846	45023104	44988572	45110088	-	11	44983511	45113253	9066	Zeb2	NM_001355289.1	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	45022846	45023104	44988572	45110088	-	10	44983511	45113279	9235	Zeb2	NM_015753.4	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	45022846	45023104	44988572	45110088	-	11	44983511	45117442	9291	Zeb2	NM_001355288.1	chr2	45023100	45023177	miRNA_primary_transcript	Name=mmu-mir-5129	-	Alias=MI0018041
chr2	37682773	37697334	37581609	37647118	-	19	37577478	37697334	20102	Strbp	XM_030248982.1	chr2	37688201	37688284	miRNA_primary_transcript	Name=mmu-mir-5128	-	Alias=MI0018040
chr2	37682773	37697334	37581609	37647118	-	19	37577478	37697334	20102	Strbp	XM_030248982.1	chr2	37688212	37688234	miRNA	Name=mmu-miR-5128	-	Alias=MIMAT0020639
chr2	104426480	104430331	104429854	104471845	-	16	104426480	104494489	7497	Hipk3	NM_010434.2	chr2	104428861	104428940	miRNA_primary_transcript	Name=mmu-mir-1902	-	Alias=MI0008313
chr2	104426480	104430331	104429854	104471845	-	16	104426480	104494489	7497	Hipk3	NM_010434.2	chr2	104428871	104428892	miRNA	Name=mmu-miR-1902	-	Alias=MIMAT0007863
chr2	104426480	104430331	104429854	104471845	-	16	104426480	104494489	7494	Hipk3	NM_001145824.1	chr2	104428861	104428940	miRNA_primary_transcript	Name=mmu-mir-1902	-	Alias=MI0008313
chr2	104426480	104430331	104429854	104471845	-	16	104426480	104494489	7494	Hipk3	NM_001145824.1	chr2	104428871	104428892	miRNA	Name=mmu-miR-1902	-	Alias=MIMAT0007863
chr2	180179605	180179958	180176546	180225802	-	78	180176372	180225898	11508	Lama5	XM_006500575.3	chr2	180179755	180179823	miRNA_primary_transcript	Name=mmu-mir-7005	-	Alias=MI0022854
chr2	180179605	180179958	180176546	180225802	-	78	180176372	180225898	11508	Lama5	XM_006500575.3	chr2	180179797	180179818	miRNA	Name=mmu-miR-7005-5p	-	Alias=MIMAT0027914
chr2	180179605	180179958	180176546	180225802	-	78	180176372	180225898	11508	Lama5	XM_006500575.3	chr2	180179756	180179780	miRNA	Name=mmu-miR-7005-3p	-	Alias=MIMAT0027915
chr2	180179605	180179958	180225899	180225899	-	78	180176372	180225899	11535	Lama5	XR_003950861.1	chr2	180179755	180179823	miRNA_primary_transcript	Name=mmu-mir-7005	-	Alias=MI0022854
chr2	180179605	180179958	180225899	180225899	-	78	180176372	180225899	11535	Lama5	XR_003950861.1	chr2	180179797	180179818	miRNA	Name=mmu-miR-7005-5p	-	Alias=MIMAT0027914
chr2	180179605	180179958	180225899	180225899	-	78	180176372	180225899	11535	Lama5	XR_003950861.1	chr2	180179756	180179780	miRNA	Name=mmu-miR-7005-3p	-	Alias=MIMAT0027915
chr2	10491335	10491425	10491425	10491425	+	1	10491335	10491425	90	Gm25285	NR_130344.1	chr2	10491336	10491425	miRNA_primary_transcript	Name=mmu-mir-466c-3	+	Alias=MI0031753
chr2	10491335	10491425	10491425	10491425	+	1	10491335	10491425	90	Gm25285	NR_130344.1	chr2	10491349	10491372	miRNA	Name=mmu-miR-466c-5p	+	Alias=MIMAT0004877
chr2	10491335	10491425	10491425	10491425	+	1	10491335	10491425	90	Gm25285	NR_130344.1	chr2	10491390	10491411	miRNA	Name=mmu-miR-466c-3p	+	Alias=MIMAT0004878
chr2	22653344	22656274	22622662	22653465	+	9	22621014	22656274	5498	Gad2	XM_011239023.3	chr2	22654283	22654350	miRNA_primary_transcript	Name=mmu-mir-3967	+	Alias=MI0016976
chr2	22653344	22656274	22622662	22653465	+	9	22621014	22656274	5498	Gad2	XM_011239023.3	chr2	22654321	22654340	miRNA	Name=mmu-miR-3967	+	Alias=MIMAT0019351
chr2	29845093	29845843	29871041	29881948	+	14	29845093	29882833	3436	Cercam	XM_006498476.4	chr2	29845647	29845711	miRNA_primary_transcript	Name=mmu-mir-219b	+	Alias=MI0024990
chr2	29845093	29845843	29871041	29881948	+	14	29845093	29882833	3436	Cercam	XM_006498476.4	chr2	29845647	29845668	miRNA	Name=mmu-miR-219b-5p	+	Alias=MIMAT0029806
chr2	29845093	29845843	29871041	29881948	+	14	29845093	29882833	3436	Cercam	XM_006498476.4	chr2	29845689	29845711	miRNA	Name=mmu-miR-219b-3p	+	Alias=MIMAT0029807
chr2	32318264	32318343	32318343	32318343	+	1	32318264	32318343	79	Gm23363	NR_128563.1	chr2	32318265	32318343	miRNA_primary_transcript	Name=mmu-mir-3154	+	Alias=MI0030343
chr2	32318264	32318343	32318343	32318343	+	1	32318264	32318343	79	Gm23363	NR_128563.1	chr2	32318317	32318338	miRNA	Name=mmu-miR-3154	+	Alias=MIMAT0035714
chr2	32687601	32687663	32683058	32694126	-	15	32682608	32694175	2263	Fpgs	NM_010236.2	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32694126	-	15	32682608	32694175	2263	Fpgs	NM_010236.2	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683058	32687819	-	15	32682608	32694191	2260	Fpgs	XM_030247503.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32687819	-	15	32682608	32694191	2260	Fpgs	XM_030247503.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683058	32694126	-	15	32682608	32694193	2296	Fpgs	XM_006497696.4	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32694126	-	15	32682608	32694193	2296	Fpgs	XM_006497696.4	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683657	32694126	-	16	32682608	32694195	2356	Fpgs	XM_006497698.4	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683657	32694126	-	16	32682608	32694195	2356	Fpgs	XM_006497698.4	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683058	32703950	-	16	32682608	32704196	2339	Fpgs	XM_006497697.3	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32703950	-	16	32682608	32704196	2339	Fpgs	XM_006497697.3	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683058	32703950	-	16	32682608	32704196	2324	Fpgs	XM_030247501.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32703950	-	16	32682608	32704196	2324	Fpgs	XM_030247501.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32683058	32687819	-	16	32682608	32704196	2305	Fpgs	XM_030247502.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32683058	32687819	-	16	32682608	32704196	2305	Fpgs	XM_030247502.1	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32694197	32694197	-	15	32682608	32694197	2487	Fpgs	XR_001780795.2	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32694197	32694197	-	15	32682608	32694197	2487	Fpgs	XR_001780795.2	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687601	32687663	32685434	32694198	-	13	32685395	32694198	1494	Fpgs	XM_011239021.3	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	32687759	32687837	32685434	32694198	-	13	32685395	32694198	1494	Fpgs	XM_011239021.3	chr2	32687630	32687766	miRNA_primary_transcript	Name=mmu-mir-8093	-	Alias=MI0026020
chr2	122640700	122641076	122638097	122640769	+	5	122637886	122641076	640	AA467197	NM_001004174.2	chr2	122640803	122640881	miRNA_primary_transcript	Name=mmu-mir-147	+	Alias=MI0005482
chr2	122640700	122641076	122638097	122640769	+	5	122637886	122641076	640	AA467197	NM_001004174.2	chr2	122640814	122640837	miRNA	Name=mmu-miR-147-5p	+	Alias=MIMAT0017269
chr2	122640700	122641076	122638097	122640769	+	5	122637886	122641076	640	AA467197	NM_001004174.2	chr2	122640850	122640871	miRNA	Name=mmu-miR-147-3p	+	Alias=MIMAT0004857
chr2	131039631	131040325	131040175	131041807	-	5	131039631	131041822	1444	Gfra4	XM_030247541.1	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040325	131040175	131042682	-	6	131039631	131042682	1453	Gfra4	NM_020014.2	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040325	131040175	131043088	-	6	131039631	131043088	1426	Gfra4	NM_001136063.2	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040475	131041822	131041822	-	3	131039631	131041822	1697	Gfra4	XR_866224.3	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040475	131041822	131041822	-	3	131039631	131041822	1697	Gfra4	XR_866224.3	chr2	131040375	131040398	miRNA	Name=mmu-miR-6973b-5p	-	Alias=MIMAT0027908
chr2	131039631	131040475	131041822	131041822	-	3	131039631	131041822	1697	Gfra4	XR_866224.3	chr2	131040326	131040345	miRNA	Name=mmu-miR-6973b-3p	-	Alias=MIMAT0027909
chr2	131039631	131040325	131041822	131041822	-	3	131039631	131041822	1362	Gfra4	XR_866226.3	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040325	131041884	131041884	-	4	131039631	131041884	1686	Gfra4	XR_001780825.2	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	131039631	131040325	131041884	131041884	-	4	131039631	131041884	1624	Gfra4	XR_866225.3	chr2	131040319	131040398	miRNA_primary_transcript	Name=mmu-mir-6973b	-	Alias=MI0022851
chr2	158638632	158639198	158639198	158639198	+	9	158624880	158639198	2392	Actr5	XR_003950026.1	chr2	158638583	158638640	miRNA_primary_transcript	Name=mmu-mir-3474	+	Alias=MI0014707
chr2	158638632	158639198	158639198	158639198	+	9	158624881	158639198	2368	Actr5	XR_001780406.2	chr2	158638583	158638640	miRNA_primary_transcript	Name=mmu-mir-3474	+	Alias=MI0014707
