chr1	160219173	160792925	160224215	160740889	-	Rabgap1l	XM_006496877.3	chr1	160295864	160295972	miRNA_primary_transcript	Name=mmu-mir-1927	-	Alias=MI0009914
chr1	160219173	160792925	160224215	160740889	-	Rabgap1l	XM_006496877.3	chr1	160295885	160295907	miRNA	Name=mmu-miR-1927	-	Alias=MIMAT0009390
chr1	160219173	160792972	160224215	160740889	-	Rabgap1l	XM_006496876.2	chr1	160295864	160295972	miRNA_primary_transcript	Name=mmu-mir-1927	-	Alias=MI0009914
chr1	160219173	160792972	160224215	160740889	-	Rabgap1l	XM_006496876.2	chr1	160295885	160295907	miRNA	Name=mmu-miR-1927	-	Alias=MIMAT0009390
chr1	160219173	160792987	160224215	160739052	-	Rabgap1l	XM_006496878.4	chr1	160295864	160295972	miRNA_primary_transcript	Name=mmu-mir-1927	-	Alias=MI0009914
chr1	160219173	160792987	160224215	160739052	-	Rabgap1l	XM_006496878.4	chr1	160295885	160295907	miRNA	Name=mmu-miR-1927	-	Alias=MIMAT0009390
chr1	160219173	160793476	160224215	160740889	-	Rabgap1l	XM_006496875.1	chr1	160295864	160295972	miRNA_primary_transcript	Name=mmu-mir-1927	-	Alias=MI0009914
chr1	160219173	160793476	160224215	160740889	-	Rabgap1l	XM_006496875.1	chr1	160295885	160295907	miRNA	Name=mmu-miR-1927	-	Alias=MIMAT0009390
chr1	160256571	160792938	160257251	160740889	-	Rabgap1l	NM_013862.5	chr1	160295864	160295972	miRNA_primary_transcript	Name=mmu-mir-1927	-	Alias=MI0009914
chr1	160256571	160792938	160257251	160740889	-	Rabgap1l	NM_013862.5	chr1	160295885	160295907	miRNA	Name=mmu-miR-1927	-	Alias=MIMAT0009390
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495682.3	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495682.3	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495682.3	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495691.4	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495691.4	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495691.4	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495690.4	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495690.4	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495690.4	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495666.4	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495666.4	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907887	34308652	33908271	34307592	+	Dst	XM_006495666.4	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907932	34308375	33908271	34307592	+	Dst	XM_017314689.2	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907932	34308375	33908271	34307592	+	Dst	XM_017314689.2	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907932	34308375	33908271	34307592	+	Dst	XM_017314689.2	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314811.2	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314811.2	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314811.2	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314794.2	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314794.2	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314794.2	chr1	34117408	34117429	miRNA	Name=mmu-miR-6896-3p	+	Alias=MIMAT0027693
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314722.2	chr1	34117359	34117431	miRNA_primary_transcript	Name=mmu-mir-6896	+	Alias=MI0022743
chr1	33907932	34308652	33908271	34307592	+	Dst	XM_017314722.2	chr1	34117364	34117385	miRNA	Name=mmu-miR-6896-5p	+	Alias=MIMAT0027692
